ENU4200310010
year,period,periodName,latest,value,footnotes
2019,M09,September,true,704828,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2011,M09,September,54584,[{}]
2011,M08,August,53568,[{}]
2011,M07,July,53731,[{}]
2011,M06,June,54905,[{}]
2011,M05,May,55276,[{}]
2011,M04,April,54712,[{}]
2011,M03,March,53836,[{}]
2011,M02,February,53453,[{}]
2011,M01,January,53336,[{}]
2010,M12,December,55124,[{}]
2010,M11,November,55274,[{}]
2010,M10,October,54934,[{}]
2010,M09,September,54244,[{}]
2010,M08,August,53546,[{}]
2010,M07,July,53863,[{}]
2010,M06,June,55149,[{}]
2010,M05,May,54946,[{}]
2010,M04,April,53911,[{}]
2010,M03,March,52911,[{}]
2010,M02,February,52302,[{}]
2010,M01,January,52491,[{}]


ENU4200720010
year,period,periodName,latest,value,footnotes
2019,Q03,3rd Quarter,true,3718,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q02,2nd Quarter,3681,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q01,1st Quarter,3679,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2018,Q04,4th Quarter,3649,[{}]
2018,Q03,3rd Quarter,3645,[{}]
2018,Q02,2nd Quarter,3670,[{}]
2018,Q01,1st Quarter,3667,[{}]
2017,Q04,4th Quarter,3661,[{}]
2017,Q03,3rd Quarter,3655,[{}]
2017,Q02,2nd Quarter,3659,[{}]
2017,Q01,1st Quarter,3661,[{}]
2016,Q04,4th Quarter,3659,[{}]
2016,Q03,3rd Quarter,3650,[{}]
2016,Q02,2nd Quarter,3649,[{}]
2016,Q01,1st Quarter,3682,[{}]
2015,Q04,4th Quarter,3690,[{}]
2015,Q03,3rd Quarter,3684,[{}]
2015,Q02,2nd Quarter,3680,[{}]
2015,Q01,1st Quarter,3694,[{}]
2014,Q04,4th Quarter,3679,[{}]
2014,Q03,3rd Quarter,3673,[{}]
2014,Q02,2nd Quarter,3673,[{}]
2014,Q01,1st Quarter,3702,[{}]
2013,Q04,4th Quarter,3690,[{}]
2013,Q03,3rd Quarter,3682,[{}]
2013,Q02,2nd Quarter,3638,[{}]
2013,Q01,1st Quarter,3681,[{}]
2012,Q04,4th Quarter,3717,[{}]
2012,Q03,3rd Quarter,3784,[{}]
2012,Q02,2nd Quarter,3774,[{}]
2012,Q01,1st Quarter,3762,[{}]
2011,Q04,4th Quarter,3783,[{}]
2011,Q03,3rd Quarter,3721,[{}]
2011,Q02,2nd Quarter,3712,[{}]
2011,Q01,1st Quarter,3706,[{}]
2010,Q04,4th Quarter,3695,[{}]
2010,Q03,3rd Quarter,3640,[{}]
2010,Q02,2nd Quarter,3616,[{}]
2010,Q01,1st Quarter,3623,[{}]


ENU4201910010
year,period,periodName,latest,value,footnotes
2019,M09,September,true,87793,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M08,August,87688,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M07,July,87528,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M06,June,88736,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M05,May,88903,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M04,April,87510,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M03,March,86248,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M02,February,85975,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M01,January,86031,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2018,M12,December,86547,[{}]
2018,M11,November,86914,[{}]
2018,M10,October,86948,[{}]
2018,M09,September,86271,[{}]
2018,M08,August,86252,[{}]
2018,M07,July,86372,[{}]
2018,M06,June,87094,[{}]
2018,M05,May,87028,[{}]
2018,M04,April,85941,[{}]
2018,M03,March,84995,[{}]
2018,M02,February,84282,[{}]
2018,M01,January,84276,[{}]
2017,M12,December,86048,[{}]
2017,M11,November,86008,[{}]
2017,M10,October,86517,[{}]
2017,M09,September,85702,[{}]
2017,M08,August,85448,[{}]
2017,M07,July,85327,[{}]
2017,M06,June,86122,[{}]
2017,M05,May,86561,[{}]
2017,M04,April,85401,[{}]
2017,M03,March,83828,[{}]
2017,M02,February,83357,[{}]
2017,M01,January,83171,[{}]
2016,M12,December,85341,[{}]
2016,M11,November,85384,[{}]
2016,M10,October,85582,[{}]
2016,M09,September,85196,[{}]
2016,M08,August,84883,[{}]
2016,M07,July,85071,[{}]
2016,M06,June,85813,[{}]
2016,M05,May,86354,[{}]
2016,M04,April,85305,[{}]
2016,M03,March,84011,[{}]
2016,M02,February,83200,[{}]
2016,M01,January,83517,[{}]
2015,M12,December,85917,[{}]
2015,M11,November,85878,[{}]
2015,M10,October,85961,[{}]
2015,M09,September,85542,[{}]
2015,M08,August,85430,[{}]
2015,M07,July,85467,[{}]
2015,M06,June,86584,[{}]
2015,M05,May,86403,[{}]
2015,M04,April,84696,[{}]
2015,M03,March,83127,[{}]
2015,M02,February,82670,[{}]
2015,M01,January,82919,[{}]
2014,M12,December,84859,[{}]
2014,M11,November,84669,[{}]
2014,M10,October,84832,[{}]
2014,M09,September,85217,[{}]
2014,M08,August,84827,[{}]
2014,M07,July,84669,[{}]
2014,M06,June,85705,[{}]
2014,M05,May,85709,[{}]
2014,M04,April,84391,[{}]
2014,M03,March,83519,[{}]
2014,M02,February,82525,[{}]
2014,M01,January,82199,[{}]
2013,M12,December,84393,[{}]
2013,M11,November,84542,[{}]
2013,M10,October,84626,[{}]
2013,M09,September,84765,[{}]
2013,M08,August,84432,[{}]
2013,M07,July,84616,[{}]
2013,M06,June,85609,[{}]
2013,M05,May,85689,[{}]
2013,M04,April,84248,[{}]
2013,M03,March,82770,[{}]
2013,M02,February,82295,[{}]
2013,M01,January,82184,[{}]
2012,M12,December,82985,[{}]
2012,M11,November,83230,[{}]
2012,M10,October,83319,[{}]
2012,M09,September,82997,[{}]
2012,M08,August,82937,[{}]
2012,M07,July,83284,[{}]
2012,M06,June,84656,[{}]
2012,M05,May,84528,[{}]
2012,M04,April,83325,[{}]
2012,M03,March,82303,[{}]
2012,M02,February,81437,[{}]
2012,M01,January,81141,[{}]
2011,M12,December,82583,[{}]
2011,M11,November,82956,[{}]
2011,M10,October,82955,[{}]
2011,M09,September,82810,[{}]
2011,M08,August,82245,[{}]
2011,M07,July,82193,[{}]
2011,M06,June,83724,[{}]
2011,M05,May,83467,[{}]
2011,M04,April,81665,[{}]
2011,M03,March,80118,[{}]
2011,M02,February,79341,[{}]
2011,M01,January,79372,[{}]
2010,M12,December,81092,[{}]
2010,M11,November,81477,[{}]
2010,M10,October,81290,[{}]
2010,M09,September,80301,[{}]
2010,M08,August,79902,[{}]
2010,M07,July,79743,[{}]
2010,M06,June,81191,[{}]
2010,M05,May,80476,[{}]
2010,M04,April,78854,[{}]
2010,M03,March,77060,[{}]
2010,M02,February,76093,[{}]
2010,M01,January,76361,[{}]


ENU4201920010
year,period,periodName,latest,value,footnotes
2019,Q03,3rd Quarter,true,5138,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q02,2nd Quarter,5097,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,Q01,1st Quarter,5103,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2018,Q04,4th Quarter,5054,[{}]
2018,Q03,3rd Quarter,5055,[{}]
2018,Q02,2nd Quarter,5040,[{}]
2018,Q01,1st Quarter,5032,[{}]
2017,Q04,4th Quarter,5031,[{}]
2017,Q03,3rd Quarter,5046,[{}]
2017,Q02,2nd Quarter,5006,[{}]
2017,Q01,1st Quarter,5012,[{}]
2016,Q04,4th Quarter,5025,[{}]
2016,Q03,3rd Quarter,4992,[{}]
2016,Q02,2nd Quarter,4991,[{}]
2016,Q01,1st Quarter,4993,[{}]
2015,Q04,4th Quarter,4994,[{}]
2015,Q03,3rd Quarter,4972,[{}]
2015,Q02,2nd Quarter,4955,[{}]
2015,Q01,1st Quarter,4985,[{}]
2014,Q04,4th Quarter,4968,[{}]
2014,Q03,3rd Quarter,4960,[{}]
2014,Q02,2nd Quarter,4928,[{}]
2014,Q01,1st Quarter,4936,[{}]
2013,Q04,4th Quarter,4870,[{}]
2013,Q03,3rd Quarter,4822,[{}]
2013,Q02,2nd Quarter,4785,[{}]
2013,Q01,1st Quarter,4846,[{}]
2012,Q04,4th Quarter,4888,[{}]
2012,Q03,3rd Quarter,4869,[{}]
2012,Q02,2nd Quarter,4860,[{}]
2012,Q01,1st Quarter,4850,[{}]
2011,Q04,4th Quarter,4844,[{}]
2011,Q03,3rd Quarter,4863,[{}]
2011,Q02,2nd Quarter,4845,[{}]
2011,Q01,1st Quarter,4799,[{}]
2010,Q04,4th Quarter,4786,[{}]
2010,Q03,3rd Quarter,4773,[{}]
2010,Q02,2nd Quarter,4756,[{}]
2010,Q01,1st Quarter,4769,[{}]


ENU4205110010
year,period,periodName,latest,value,footnotes
2019,M09,September,true,40101,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
2019,M08,August,39652,"[{""code""=>""P"", ""text""=>""Preliminary.""}]"
